protein_name,short_name,gene_symbol,gene_ID,accession,pfam_ID,identifier,method,resolution,chain,sequence_length,positions
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8OX1,EM,2.7 Å,A/E/B/F/C/G/D/H/I/J/L/M,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8PEF,X-ray,1.28 Å,A/B,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8Q36,X-ray,2.604 Å,MMM/AAA/EEE/BBB/FFF/CCC/GGG/DDD/HHH/III/JJJ,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8Q3E,X-ray,2.174 Å,MMM/AAA/EEE/BBB/FFF/CCC/GGG/DDD/HHH/III/JJJ,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8Q3M,X-ray,2.503 Å,AAA/EEE/BBB/FFF/CCC/GGG/DDD/HHH/III/JJJ/MMM,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8Q3X,X-ray,2.301 Å,AAA/EEE/BBB/FFF/CCC/GGG/DDD/HHH/III/JJJ/MMM,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8QZM,EM,3.1 Å,A/E/B/F/C/G/D/H/I/J/K,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8RBX,EM,4.1 Å,1/A/Y/B/C/D/E/F/G/H/I/J/K/L/M/S/N/O/U/P/Q/V/R/W/T/Z/a/b/d/e/f/g/h/i/j/k/m/n/o/p/q/r/u/v/w/x,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8RGM,EM,4.0 Å,A/E/B/F/C/G/D/H/I/J,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8SB6,X-ray,1.8 Å,A/B/C/D/E,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8SDO,X-ray,2.01 Å,A/B,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8SDQ,X-ray,1.85 Å,A/B,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8SDX,X-ray,2.69 Å,A/B/C/D,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8SMW,EM,3.3 Å,A/E/B/F/C/G/D/H/I/J/K/L,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8SMX,EM,3.2 Å,A/E/B/F/C/G/D/H/I/J/K/L,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8SMY,EM,3.2 Å,A/E/B/F/C/G/D/H/I/J/K/L,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8SMZ,EM,3.2 Å,A/E/B/F/C/G/D/H/I/J/K/L,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8SN0,EM,3.2 Å,A/E/B/F/C/G/D/H/I/J/K/L,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8SN1,EM,3.3 Å,A/E/B/F/C/G/D/H/I/J/K/L,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8SN2,EM,3.6 Å,A/E/B/F/C/G/D/H/I/J/K/L,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8SN3,EM,3.8 Å,A/E/B/F/C/G/D/H/I/J/K/L/M,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8SN4,EM,3.7 Å,A/E/B/F/C/G/D/H/I/J/K/L/M,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8SN5,EM,3.9 Å,A/E/B/F/C/G/D/H/I/J/K/L/M,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8SN6,EM,3.7 Å,A/E/B/F/C/G/D/H/I/J/K/L/M,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8SN7,EM,3.7 Å,A/E/B/F/C/G/D/H/I/J/K/L/M,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8SN8,EM,3.7 Å,A/E/B/F/C/G/D/H/I/J/K/L/M,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8SN9,EM,3.9 Å,A/E/B/F/C/G/D/H/I/J/K/L/M,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8SNA,EM,4.0 Å,A/E/B/F/C/G/D/H/I/J/K/L/M,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8SPS,EM,3.0 Å,I/J/L/M/A/E/B/F/C/G/D/H/K/N,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8SPU,EM,2.8 Å,J/I/L/A/E/B/F/C/G/D/H/K/N,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8SYP,EM,2.6 Å,A/E/B/F/C/G/D/H/I/J/M/N,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8TGP,X-ray,1.76 Å,A/B,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8TXV,EM,3.8 Å,A/E/B/F/D/H/I/J/K/M/C/G,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8TXW,EM,3.6 Å,A/E/B/F/D/H/I/J/K/M/C/G,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8TXX,EM,3.7 Å,A/E/B/F/D/H/I/J/K/M/C/G,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8U13,EM,3.8 Å,A/E/B/F/D/H/I/J/K/C/G,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8U14,EM,3.9 Å,A/E/B/F/D/H/I/J/K/L/C/G,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8UHL,X-ray,1.92 Å,A/B/C,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8UK5,X-ray,1.4 Å,A/B,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8UPF,EM,3.2 Å,A/E/B/F/D/H/I/J/K/L/C/G,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8VFX,EM,2.65 Å,A/E/B/F/C/G/D/H/M/N/I/J,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8VFY,EM,2.89 Å,A/E/B/F/C/G/D/H/I/J/O,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8VFZ,EM,4.1 Å,O/P/I/J/C/G/A/E/B/F/D/H,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8VG0,EM,3.07 Å,I/J/A/E/B/F/C/G/D/H/T,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8VG1,EM,2.48 Å,A/E/B/F/C/G/D/H/I/J/O/T,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8VG2,EM,3.04 Å,A/E/B/F/C/G/D/H/I/J/O/U,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8VLR,EM,2.6 Å,A/E/B/F/C/G/D/H/K/L,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8VMJ,EM,3.1 Å,H/I/O/J/Q/K/R/M/S/D,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8VMN,EM,3.5 Å,H/I/J/Q/K/R/M/S/O/D,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8VO0,EM,3.3 Å,H/I/O/J/K/R/M/Q/S/D,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8VOB,EM,3.1 Å,H/I/O/J/Q/K/R/M/S/D,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8VWS,EM,3.1 Å,A/E/B/F/C/G/D/H/I/J,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8VWT,EM,3.3 Å,A/E/B/F/C/G/D/H/I/J/K,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8VWU,EM,3.0 Å,A/E/B/F/C/G/D/H/I/J,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8VWV,EM,3.6 Å,A/E/B/F/C/G/D/H/I/J/K,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8W9D,EM,3.9 Å,A/E/F/B/C/D/G/a/e/b/f/c/g/d/h/i/j/H,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8W9E,EM,3.6 Å,A/E/F/B/C/D/G/a/e/b/f/c/g/d/h/i/j,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8W9F,EM,4.4 Å,A/E/F/B/C/D/G/a/e/b/f/c/g/d/h/i/j,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8WG5,EM,3.05 Å,M/A/E/B/F/C/G/D/H/I/J/U,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8X15,EM,3.2 Å,A/E/B/F/C/G/D/H/I/J/K/L/M/O/Q/N/P/R/S/U/T/V/W/X/Y,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8X19,EM,3.2 Å,A/E/B/F/C/G/D/H/I/J/K/L/M/O/Q/N/P/R/S/U/T/V/W/X/Y,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8X1C,EM,3.2 Å,A/E/B/F/C/G/D/H/I/J/K/L/M/O/Q/N/P/R/S/U/T/V/W/X/Y,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8X7I,EM,3.27 Å,A/E/B/F/C/G/I/J/D/H/K/L/M,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8X7J,EM,3.39 Å,A/E/B/F/C/D/H/G/I/J/K/L/M,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8X7K,EM,3.27 Å,A/E/B/F/C/D/H/G/I/J/K/L,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8XBT,EM,4.12 Å,A/E/B/F/C/G/D/H/I/J/K/L/M/N/O/P/Q/R,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8XBU,EM,4.24 Å,A/E/B/F/C/G/D/H/I/J/K/L/M/N/O/P/Q/R/S/T,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8XBW,EM,2.89 Å,E/F/I/J/L,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8Y3C,EM,5.21 Å,A/E/K/O/B/F/L/P/C/G/M/D/H/N/I/J,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8Y3D,EM,5.1 Å,A/E/K/O/B/F/L/P/C/G/M/D/H/N/I/J,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8Y3E,EM,5.32 Å,A/E/K/O/B/F/L/P/C/G/M/D/H/N/I/J,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8Y3F,EM,4.54 Å,A/E/K/O/B/F/L/P/C/G/M/D/H/N/I/J,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8YBJ,EM,2.38 Å,A/E/B/F/C/G/D/H/I/J,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8YBK,EM,2.69 Å,A/E/B/F/C/G/D/H/I/J,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8YJF,X-ray,4.4 Å,A/B/C/E/D/F/G/H,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8YJM,X-ray,4.15 Å,A/B/C/E/D/F/G,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8YNY,EM,4.52 Å,A/E/B/F/C/G/D/H/I/J/K/W/X,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8YTI,X-ray,2.7 Å,A/E/K/O/B/F/L/P/C/G/M/Q/D/H/N/R/I/S/J/T/U/V,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8YV8,EM,3.0 Å,A/E/B/F/C/G/D/H/I/J/K,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,8Z50,X-ray,2.8 Å,A/B/C,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,9DWF,EM,3.1 Å,A/E/B/F/C/G/D/H/I/J/K,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,9DWG,EM,3.3 Å,A/E/B/F/C/G/D/H/I/J/K/L,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,9DWH,EM,3.3 Å,A/E/B/F/C/G/D/H/I/J/K/L,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,9DWI,EM,3.3 Å,A/E/B/F/C/G/D/H/I/J/K/L,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,9DWJ,EM,3.4 Å,A/E/B/F/C/G/D/H/I/J/K,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,9DWK,EM,4.3 Å,A/E/B/F/C/G/D/H/I/J/K/L,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,9DWL,EM,3.9 Å,A/E/B/F/C/G/D/H/I/J/K,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,9DWM,EM,4.2 Å,A/E/B/F/C/G/D/H/I/J/K/L,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,9EOZ,EM,3.1 Å,A/B/F/E/K/G/L/H/M/Y/Z,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,9FGQ,EM,2.5 Å,K/L/A/E/B/F/C/G/D/H/I/J,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,9FH9,EM,2.5 Å,K/L/A/E/B/F/C/G/D/H/I/J,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,9GMK,EM,3.5 Å,A/E/B/F/C/G/D/H/K/L/M,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,9GMR,EM,2.8 Å,A/E/B/F/C/G/D/H/I/J/K,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,9GXA,EM,4.01 Å,A/C/E/G/B/D/F/H/I/J,103,1-103
Histone H4,N/A,H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9,ENST00000244537.6,P62805,PF15511,9IPU,EM,4.3 Å,I/A/E/B/F/C/G/D/H/K/L/M/J/N,103,1-103
